Artist Name,Track Name
Mr.+Mister,Broken+Wings
Eric+Carmen,Hungry+Eyes
The+Pointer+Sisters,Jump+(For+My+Love)
Eurythmics,Here+Comes+The+Rain+Again+-+Remastered+Version
Fleetwood+Mac,Everywhere
Paul+Young,Everytime+You+Go+Away
Salt-N-Pepa,Push+It
"Ray+Parker,+Jr.",Ghostbusters+-+Instrumental+Version
Spandau+Ballet,TRUE
Billy+Joel,It%27s+Still+Rock+and+Roll+to+Me
Kenny+Loggins,"I%27m+Alright+(Theme+from+Caddyshack"")"""
The+J.+Geils+Band,Centerfold+-+2006+-+Remaster
Matthew+Wilder,Break+My+Stride
Biz+Markie,Just+A+Friend
Billy+Ocean,"Get+Outta+My+Dreams,+Get+into+My+Car"
The+B-52%27s,Love+Shack
Journey,Open+Arms
Corey+Hart,Sunglasses+At+Night
Air+Supply,All+Out+of+Love
"Bj_rn+Ulvaeus,+Tim+Rice,+Benny+Andersson,+Murray+Head",One+Night+In+Bangkok+-+Single+Version
Gary+Numan,Cars
Kajagoogoo,Too+Shy+-+2004+Remastered+Version
DJ+Jazzy+Jeff+&+The+Fresh+Prince,Parents+Just+Don%27t+Understand
Bananarama,Venus
Frankie+Goes+To+Hollywood,Relax
Cheap+Trick,The+Flame
The+The,This+Is+The+Day
The+Clash,Train+in+Vain+-+Remastered
